prev_tool,next_tool,lag,count
Bash,mcp__pf3c76d__create_issue,2,31
EnterPlanMode,Read,2,31
TaskCreate,Grep,2,31
mcp__p7cbdd1__browser_click,Read,2,30
mcp__pf3c76d__get_pipeline,mcp__pf3c76d__get_job_logs,2,30
mcp__pf3c76d__get_issues,ToolSearch,2,30
Read,mcp__pd16dd1__create_issue,2,30
mcp__pd16dd1__get_issue,Bash,2,30
mcp__pd16dd1__get_branch_pipeline,Grep,2,30
Bash,mcp__p3a04ae__update_issue,2,30
Read,mcp__p7cbdd1__browser_navigate,2,29
mcp__pf3c76d__create_issue,Bash,2,29
Write,ToolSearch,2,29
mcp__p11f8c4__update_sheet_cells,mcp__p11f8c4__read_sheet_data,2,29
Task,AskUserQuestion,2,28
mcp__pf3c76d__get_merge_request_discussions,Read,2,28
mcp__pf3c76d__get_job_logs,Grep,2,28
mcp__pf3c76d__update_issue,Read,2,28
Read,mcp__pd16dd1__create_merge_request_comment,2,28
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_epics,2,28
mcp__pf3c76d__create_merge_request_comment,Bash,2,28
ToolSearch,Write,2,27
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_wait_for,2,27
Write,Agent,2,27
mcp__p0f36b0__create_issue,mcp__p0f36b0__create_issue,2,27
Edit,Monitor,2,26
Grep,Task,2,26
Bash,mcp__p67cee4__update_issue,2,26
Edit,mcp__p7cbdd1__browser_navigate,2,26
ToolSearch,mcp__pf3c76d__get_project_info,2,26
Edit,mcp__pf3c76d__get_pipeline,2,26
TodoWrite,mcp__pd16dd1__get_merge_request_pipeline,2,26
ToolSearch,mcp__pf3c76d__get_pipeline,2,26
mcp__pd16dd1__update_issue,Bash,2,26
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_epics,2,26
mcp__pcd9e51__create_issue,mcp__pcd9e51__create_issue,2,26
mcp__p5ee74d__update_issue,mcp__p5ee74d__update_issue,2,26
Bash,TaskStop,2,25
mcp__p67cee4__create_issue,mcp__p67cee4__create_issue,2,25
WebFetch,Grep,2,25
Task,ExitPlanMode,2,25
AskUserQuestion,Write,2,25
Edit,WebFetch,2,24
mcp__pf3c76d__get_project_info,ToolSearch,2,24
mcp__pd16dd1__create_issue,Bash,2,24
mcp__pd16dd1__update_issue,TodoWrite,2,24
mcp__pd16dd1__get_merge_request_discussions,Glob,2,24
mcp__pf3c76d__create_merge_request,Read,2,24
mcp__pf3c76d__get_pipeline,Read,2,24
mcp__pd16dd1__get_meeting_notes,mcp__pd16dd1__get_meeting_transcript,2,24
TodoWrite,mcp__pd16dd1__get_branch_pipeline,2,24
WebSearch,ToolSearch,2,24
Bash,TaskList,2,24
mcp__p11f8c4__read_sheet_data,mcp__p11f8c4__update_sheet_cells,2,24
Edit,Task,2,23
WebFetch,Glob,2,23
mcp__p67cee4__get_issues,mcp__p67cee4__get_issues,2,23
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_navigate,2,23
mcp__p7cbdd1__browser_wait_for,Bash,2,23
mcp__pf3c76d__create_issue,ToolSearch,2,23
Edit,mcp__p7cbdd1__browser_wait_for,2,23
Edit,TaskCreate,2,23
mcp__p7cbdd1__browser_click,TodoWrite,2,22
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_wait_for,2,22
mcp__pf3c76d__create_merge_request,mcp__pf3c76d__create_issue_comment,2,22
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_issue_relations,2,22
mcp__pd16dd1__get_merge_request_pipeline,Edit,2,22
ToolSearch,mcp__pf3c76d__create_issue,2,22
ToolSearch,mcp__pf3c76d__update_issue,2,22
mcp__pf3c76d__create_issue_comment,mcp__pf3c76d__create_issue_comment,2,22
mcp__pd16dd1__get_chat_messages,mcp__pd16dd1__get_chat_messages,2,22
mcp__pd16dd1__get_chat_messages,Read,2,22
mcp__p1b45fc__update_sheet_cells,mcp__p1b45fc__update_sheet_cells,2,22
Glob,ToolSearch,2,21
mcp__p7cbdd1__browser_snapshot,Grep,2,21
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_snapshot,2,21
AskUserQuestion,Grep,2,21
Bash,mcp__pf3c76d__get_issues,2,21
TaskOutput,TaskOutput,2,21
mcp__p7cbdd1__browser_fill_form,mcp__p7cbdd1__browser_click,2,20
TaskStop,Bash,2,20
Edit,Skill,2,20
mcp__pf3c76d__get_merge_requests,Bash,2,20
mcp__pf3c76d__get_branch_pipeline,Edit,2,20
ToolSearch,mcp__pf3c76d__get_job_logs,2,20
ToolSearch,Skill,2,20
mcp__pd16dd1__get_merge_requests,mcp__pd16dd1__get_merge_request_discussions,2,20
mcp__pd16dd1__get_meeting_transcript,TodoWrite,2,20
mcp__pf3c76d__get_issue,mcp__pf3c76d__get_issue,2,20
mcp__pd16dd1__create_merge_request_comment,Read,2,20
mcp__pd16dd1__link_issues,mcp__pd16dd1__link_issues,2,20
mcp__pf3c76d__get_issue,Bash,2,20
mcp__pf3c76d__create_issue,mcp__pf3c76d__update_issue,2,20
mcp__pd16dd1__create_epic,mcp__pd16dd1__create_epic,2,20
Edit,mcp__pd16dd1__get_merge_request_pipeline,2,20
mcp__pd16dd1__get_chat_messages,Edit,2,20
mcp__p11f8c4__read_sheet_data,mcp__p11f8c4__read_sheet_data,2,20
mcp__p11f8c4__create_knowledge_base_page,mcp__p11f8c4__create_knowledge_base_page,2,20
Agent,Glob,2,19
mcp__p67cee4__create_merge_request_comment,mcp__p67cee4__create_merge_request_comment,2,19
WebSearch,Glob,2,19
TodoWrite,Task,2,19
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_snapshot,2,19
mcp__pf3c76d__get_issues,mcp__pf3c76d__create_issue,2,19
ExitPlanMode,Write,2,19
mcp__p8f556d__create_merge_request_comment,mcp__p8f556d__create_merge_request_comment,2,19
Bash,mcp__pf3c76d__create_issue_comment,2,18
mcp__pf3c76d__get_job_logs,Edit,2,18
mcp__pd16dd1__get_issues,Grep,2,18
mcp__pd16dd1__get_issue_comments,Bash,2,18
mcp__pd16dd1__create_issue_comment,mcp__pd16dd1__get_merge_request_discussions,2,18
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_issues,2,18
Skill,mcp__pd16dd1__get_issues,2,18
mcp__pd16dd1__get_issues,Glob,2,18
mcp__pf3c76d__create_merge_request_comment,mcp__pf3c76d__get_merge_request_discussions,2,18
WebFetch,Write,2,18
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__create_merge_request_comment,2,18
TodoWrite,mcp__pd16dd1__update_issue,2,18
Skill,mcp__pd16dd1__get_project_info,2,18
mcp__pd16dd1__get_project_info,AskUserQuestion,2,18
Grep,WebSearch,2,18
Agent,ExitPlanMode,2,18
mcp__pf3c76d__create_merge_request_comment,Read,2,18
mcp__pa07824__clickup_update_task,mcp__pa07824__clickup_update_task,2,18
Read,Skill,2,18
Write,TaskCreate,2,18
mcp__pf3c76d__get_merge_request_diffs,mcp__pf3c76d__get_merge_request_diffs,2,18
mcp__pf3c76d__get_branch_pipeline,Grep,2,18
ScheduleWakeup,ScheduleWakeup,2,18
Skill,Read,2,17
mcp__p7cbdd1__browser_navigate,Read,2,17
mcp__p7cbdd1__browser_console_messages,Bash,2,17
Skill,Grep,2,17
mcp__p7cbdd1__browser_evaluate,Bash,2,17
WebSearch,Grep,2,17
Task,TaskCreate,2,17
mcp__pf3c76d__get_messenger_chats,mcp__pf3c76d__send_message,2,17
TaskList,Bash,2,17
ToolSearch,Glob,2,16
TaskOutput,Read,2,16
mcp__p7cbdd1__browser_navigate,Grep,2,16
Grep,mcp__p7cbdd1__browser_navigate,2,16
AskUserQuestion,TodoWrite,2,16
mcp__pf3c76d__create_issue,mcp__pf3c76d__get_issues,2,16
mcp__pd16dd1__create_issue_comment,Bash,2,16
mcp__pd16dd1__get_issues,TodoWrite,2,16
Grep,mcp__pd16dd1__create_issue,2,16
TaskUpdate,Task,2,16
ToolSearch,mcp__pf3c76d__create_issue_comment,2,16
Read,mcp__pf3c76d__get_merge_request_diffs,2,16
Bash,mcp__p7cbdd1__browser_evaluate,2,16
mcp__pf3c76d__create_merge_request,ToolSearch,2,16
Bash,mcp__pd16dd1__get_issues,2,16
Bash,mcp__p5ee74d__get_branch_pipeline,2,16
ExitPlanMode,AskUserQuestion,2,16
Edit,mcp__pd16dd1__get_branch_pipeline,2,16
AskUserQuestion,Glob,2,16
mcp__pd16dd1__get_merge_requests,Bash,2,16
Bash,mcp__p5ee74d__create_merge_request,2,16
mcp__pf3c76d__update_issue,mcp__pf3c76d__create_issue_comment,2,16
mcp__p67cee4__get_meeting_notes,mcp__p67cee4__get_meeting_transcript,2,15
mcp__p67cee4__update_issue,Bash,2,15
Grep,ExitPlanMode,2,15
Bash,mcp__p7cbdd1__browser_type,2,15
Bash,mcp__p7cbdd1__browser_console_messages,2,15
Task,Glob,2,15
AskUserQuestion,Task,2,15
Write,AskUserQuestion,2,15
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_snapshot,2,15
mcp__p3a04ae__update_issue,mcp__p3a04ae__update_issue,2,15
Bash,mcp__p67cee4__create_merge_request_comment,2,14
mcp__p7cbdd1__browser_close,Bash,2,14
mcp__p67cee4__send_message,Bash,2,14
ToolSearch,mcp__pd2ddfd__tabs_context_mcp,2,14
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_navigate,2,14
WebFetch,TodoWrite,2,14
TaskOutput,Edit,2,14
ToolSearch,mcp__pf3c76d__get_merge_request_discussions,2,14
Bash,mcp__p5ee74d__get_issue,2,14
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_project_info,2,14
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_merge_requests,2,14
Read,mcp__pd16dd1__get_issues,2,14
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_branch_pipeline,2,14
Read,mcp__pd16dd1__get_branch_pipeline,2,14
ToolSearch,mcp__pf3c76d__get_branch_pipeline,2,14
mcp__pd16dd1__get_issues,mcp__pd16dd1__link_issues,2,14
ToolSearch,mcp__pf3c76d__send_message,2,14
Grep,EnterPlanMode,2,14
mcp__pf3c76d__get_merge_request_diffs,ToolSearch,2,14
TodoWrite,mcp__pd16dd1__create_merge_request,2,14
mcp__p7cbdd1__browser_type,mcp__p7cbdd1__browser_snapshot,2,14
ExitPlanMode,WebSearch,2,14
Agent,mcp__pf3c76d__update_issue,2,14
mcp__p69428e__create_issue,mcp__p69428e__create_issue,2,14
ToolSearch,mcp__p3a04ae__update_issue,2,14
mcp__p3a04ae__create_issue,Read,2,14
Bash,mcp__p3a04ae__create_issue_comment,2,14
mcp__p67cee4__create_issue,Bash,2,13
ToolSearch,TaskOutput,2,13
Skill,ToolSearch,2,13
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_take_screenshot,2,13
TodoWrite,mcp__p7cbdd1__browser_wait_for,2,13
Read,EnterPlanMode,2,13
TodoWrite,AskUserQuestion,2,13
TaskCreate,Glob,2,13
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_close,2,13
Agent,WebSearch,2,13
AskUserQuestion,AskUserQuestion,2,13
mcp__pd2ddfd__computer,mcp__pd2ddfd__computer,2,13
Write,WebSearch,2,13
TodoWrite,WebSearch,2,13
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_network_requests,2,13
Bash,mcp__pd8e750__create_merge_request_comment,2,13
mcp__p11f8c4__create_knowledge_base_page,TaskUpdate,2,13
mcp__p67cee4__create_merge_request,Bash,2,12
Edit,AskUserQuestion,2,12
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_console_messages,2,12
Grep,Skill,2,12
Task,WebFetch,2,12
mcp__p7cbdd1__browser_network_requests,Bash,2,12
Bash,mcp__p8eb7a0__get_branch_pipeline,2,12
mcp__pf3c76d__get_issues,Grep,2,12
AskUserQuestion,ToolSearch,2,12
ToolSearch,mcp__pf3c76d__get_merge_requests,2,12
Read,mcp__pf3c76d__get_job_logs,2,12
mcp__pf3c76d__get_epics,mcp__pf3c76d__create_issue,2,12
mcp__pd16dd1__get_issues,mcp__pd16dd1__update_issue,2,12
Read,mcp__pd16dd1__get_merge_request_pipeline,2,12
mcp__pd16dd1__create_merge_request,mcp__pd16dd1__create_issue_comment,2,12
mcp__pf3c76d__get_pipeline,Edit,2,12
mcp__pd16dd1__create_merge_request,Read,2,12
ToolSearch,mcp__pf3c76d__create_merge_request_comment,2,12
mcp__pd16dd1__get_issues,Bash,2,12
mcp__p5ee74d__get_branch_pipeline,mcp__p5ee74d__get_branch_pipeline,2,12
mcp__pf3c76d__create_merge_request,Grep,2,12
mcp__pd16dd1__create_issue,TodoWrite,2,12
mcp__pd16dd1__get_meeting_transcript,mcp__pd16dd1__get_issues,2,12
mcp__pd16dd1__create_issue,mcp__pd16dd1__link_issues,2,12
mcp__pf3c76d__create_issue_comment,Read,2,12
mcp__p5ee74d__get_issue,Bash,2,12
Bash,mcp__p5ee74d__update_issue,2,12
ToolSearch,mcp__pf3c76d__get_issue,2,12
ToolSearch,mcp__pf3c76d__get_meeting_transcript,2,12
mcp__pf3c76d__get_meeting_transcript,mcp__pf3c76d__get_meeting_transcript,2,12
mcp__pf3c76d__get_issue,Agent,2,12
Agent,mcp__pf3c76d__create_issue,2,12
Bash,mcp__p4368a5__get_project_info,2,12
mcp__p964188__create_issue,mcp__p964188__get_issue_relations,2,12
mcp__p964188__get_issue_relations,mcp__p964188__get_issue_relations,2,12
Bash,mcp__p964188__update_issue,2,12
ToolSearch,mcp__pf3c76d__get_messenger_chats,2,12
mcp__p0c7e74__add_issue_comment,Bash,2,12
mcp__p3a04ae__create_issue,Edit,2,12
mcp__pd2ddfd__computer,Bash,2,12
Bash,mcp__p0f36b0__update_issue,2,12
mcp__p0f36b0__update_issue,mcp__p0f36b0__update_issue,2,12
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_fill_form,2,11
mcp__p67cee4__create_merge_request,TodoWrite,2,11
AskUserQuestion,TaskCreate,2,11
Glob,Task,2,11
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_navigate,2,11
mcp__p11f8c4__get_meeting_notes,mcp__p11f8c4__get_meeting_transcript,2,11
WebSearch,Write,2,11
WebSearch,TodoWrite,2,11
Bash,mcp__p8f556d__create_merge_request_comment,2,11
TaskUpdate,mcp__p11f8c4__get_meeting_transcript,2,11
Monitor,Read,2,10
mcp__p67cee4__search_meeting_notes,mcp__p67cee4__get_meeting_transcript,2,10
mcp__p67cee4__get_issues,mcp__p67cee4__create_issue,2,10
mcp__p67cee4__update_issue,Read,2,10
ToolSearch,mcp__p67cee4__get_meeting_transcript,2,10
mcp__p67cee4__get_messenger_chats,mcp__p67cee4__send_message,2,10
mcp__p891dec__get_meeting_notes,mcp__p891dec__get_meeting_notes,2,10
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_type,2,10
mcp__p7cbdd1__browser_take_screenshot,Read,2,10
mcp__p7cbdd1__browser_take_screenshot,Bash,2,10
Bash,mcp__p7cbdd1__browser_close,2,10
Grep,WebFetch,2,10
WebFetch,ToolSearch,2,10
TodoWrite,WebFetch,2,10
Grep,mcp__pf3c76d__create_issue,2,10
mcp__pf3c76d__create_issue_comment,Bash,2,10
mcp__pf3c76d__get_pipeline,Grep,2,10
Agent,Skill,2,10
ToolSearch,mcp__pf3c76d__get_epics,2,10
TodoWrite,mcp__pd16dd1__get_issues,2,10
mcp__pd16dd1__get_merge_request_pipeline,mcp__pd16dd1__get_merge_request_discussions,2,10
Bash,mcp__pd16dd1__get_issue,2,10
mcp__pd16dd1__get_issue,mcp__pd16dd1__get_issue,2,10
ToolSearch,mcp__pf3c76d__get_issue_relations,2,10
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_issue_comments,2,10
mcp__pf3c76d__get_issue_relations,Bash,2,10
mcp__pf3c76d__get_merge_request_diffs,Read,2,10
Grep,mcp__pf3c76d__get_job_logs,2,10
mcp__pd16dd1__get_issues,AskUserQuestion,2,10
mcp__pd16dd1__get_epics,Grep,2,10
mcp__pf3c76d__get_project_info,Read,2,10
mcp__pf3c76d__get_epics,Grep,2,10
mcp__pd16dd1__get_issue_comments,Read,2,10
mcp__pd16dd1__get_issue_relations,TodoWrite,2,10
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_merge_request_discussions,2,10
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_merge_request_pipeline,2,10
mcp__pf3c76d__update_issue,Glob,2,10
Grep,mcp__pf3c76d__create_merge_request_comment,2,10
mcp__pf3c76d__get_pipeline,ToolSearch,2,10
mcp__pd16dd1__get_branch_pipeline,mcp__pd16dd1__create_merge_request_comment,2,10
mcp__pf3c76d__get_merge_request_discussions,mcp__pf3c76d__get_branch_pipeline,2,10
TodoWrite,mcp__pd16dd1__get_issue,2,10
mcp__pd16dd1__get_issue,mcp__pd16dd1__update_issue,2,10
mcp__pf3c76d__create_merge_request_comment,Agent,2,10
mcp__pf3c76d__update_issue,mcp__pf3c76d__get_issue,2,10
mcp__pd16dd1__create_merge_request,Bash,2,10
mcp__pd16dd1__create_merge_request,mcp__pd16dd1__update_issue,2,10
AskUserQuestion,mcp__pd16dd1__create_issue,2,10
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_merge_request_discussions,2,10
mcp__p7cbdd1__browser_network_requests,Grep,2,10
mcp__pd16dd1__get_chat_messages,mcp__pd16dd1__get_branch_pipeline,2,10
Read,TaskOutput,2,10
Bash,mcp__p5ee74d__create_issue_comment,2,10
mcp__pf3c76d__get_branch_pipeline,ToolSearch,2,10
mcp__pf3c76d__send_message,Bash,2,10
mcp__pf3c76d__create_issue_comment,Agent,2,10
mcp__pf3c76d__create_merge_request_comment,Grep,2,10
Agent,AskUserQuestion,2,10
mcp__pd16dd1__get_issue_relations,mcp__pd16dd1__get_issues,2,10
mcp__pd16dd1__link_issues,mcp__pd16dd1__get_issues,2,10
mcp__pd16dd1__get_merge_requests,mcp__pd16dd1__get_issues,2,10
mcp__p8f556d__get_pipeline,Bash,2,10
TodoWrite,mcp__pd16dd1__get_meeting_transcript,2,10
Bash,mcp__pd16dd1__get_messenger_chats,2,10
mcp__pd16dd1__get_branch_pipeline,mcp__pd16dd1__get_chat_messages,2,10
Bash,mcp__p0c7e74__add_issue_comment,2,10
mcp__p9846af__update_issue,mcp__p9846af__update_issue,2,10
Agent,WebFetch,2,10
mcp__p11f8c4__get_meeting_transcript,mcp__p11f8c4__create_knowledge_base_page,2,10
mcp__p3a04ae__update_issue,Write,2,10
Read,mcp__p3a04ae__create_issue,2,10
mcp__p3a04ae__create_issue_comment,Bash,2,10
mcp__p0f36b0__update_issue,Bash,2,10
Read,mcp__p7cbdd1__browser_snapshot,2,9
Bash,mcp__p67cee4__get_issue,2,9
Glob,WebFetch,2,9
ToolSearch,mcp__p67cee4__send_message,2,9
mcp__p7cbdd1__browser_navigate,Edit,2,9
TodoWrite,mcp__p7cbdd1__browser_navigate,2,9
TodoWrite,mcp__p7cbdd1__browser_click,2,9
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_network_requests,2,9
TaskList,Read,2,9
mcp__pf3c76d__get_job_logs,mcp__pf3c76d__get_pipeline,2,9
mcp__pd2ddfd__tabs_context_mcp,Read,2,9
WebSearch,AskUserQuestion,2,9
TaskList,TaskCreate,2,9
Bash,mcp__pf3c76d__send_message,2,9
mcp__pd8e750__get_issues,mcp__pd8e750__get_issues,2,9
Write,WebFetch,2,9
mcp__p3a04ae__create_issue_comment,mcp__p3a04ae__update_issue,2,9
Monitor,Edit,2,8
mcp__p67cee4__search_meeting_notes,mcp__p67cee4__search_meeting_notes,2,8
TaskOutput,Grep,2,8
Task,ToolSearch,2,8
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__get_messenger_chats,2,8
Bash,mcp__p67cee4__get_pipeline,2,8
ToolSearch,mcp__p891dec__get_meeting_transcript,2,8
mcp__p7cbdd1__browser_navigate,TodoWrite,2,8
mcp__p7cbdd1__browser_snapshot,Read,2,8
Bash,mcp__p67cee4__get_branch_pipeline,2,8
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_take_screenshot,2,8
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_type,2,8
mcp__p67cee4__get_branch_pipeline,mcp__p67cee4__get_branch_pipeline,2,8
mcp__pf3c76d__get_issue_comments,Bash,2,8
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_issues,2,8
mcp__pd16dd1__get_merge_requests,mcp__pd16dd1__create_merge_request,2,8
mcp__pd16dd1__get_merge_request_pipeline,Grep,2,8
mcp__pd16dd1__create_merge_request_comment,Edit,2,8
mcp__pf3c76d__get_merge_request_discussions,Grep,2,8
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issue_relations,2,8
mcp__pd16dd1__update_issue,Glob,2,8
mcp__pd16dd1__create_issue_comment,Read,2,8
Bash,mcp__pd16dd1__get_issue_relations,2,8
mcp__pf3c76d__get_merge_request_diffs,Bash,2,8
mcp__pd16dd1__get_merge_requests,Read,2,8
Skill,mcp__pd16dd1__get_epics,2,8
mcp__pf3c76d__get_issue,mcp__pf3c76d__update_issue,2,8
Bash,mcp__pd16dd1__get_project_info,2,8
Bash,mcp__p7cbdd1__browser_fill_form,2,8
mcp__pd16dd1__get_merge_request_diffs,Read,2,8
Task,mcp__pd16dd1__get_issues,2,8
Glob,mcp__pd16dd1__create_issue,2,8
TodoWrite,mcp__pd16dd1__get_issue_relations,2,8
mcp__p7cbdd1__browser_click,Task,2,8
mcp__pd16dd1__get_merge_request_pipeline,TodoWrite,2,8
mcp__pf3c76d__get_issue,ToolSearch,2,8
Skill,mcp__pf3c76d__get_project_info,2,8
ToolSearch,mcp__pf3c76d__get_merge_request_diffs,2,8
mcp__pd16dd1__get_issue_comments,TodoWrite,2,8
Bash,mcp__p5ee74d__get_merge_requests,2,8
mcp__p5ee74d__get_merge_requests,Bash,2,8
mcp__pd16dd1__get_issues,Read,2,8
mcp__pcd9e51__update_issue,mcp__pcd9e51__create_issue,2,8
mcp__pf3c76d__send_message,mcp__pf3c76d__send_message,2,8
mcp__pd16dd1__get_meeting_transcript,mcp__pd16dd1__update_issue,2,8
mcp__pcd9e51__create_issue,TodoWrite,2,8
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_project_info,2,8
mcp__pf3c76d__update_issue,TaskCreate,2,8
mcp__pf3c76d__create_issue,Read,2,8
Write,mcp__pf3c76d__get_pipeline,2,8
mcp__pf3c76d__create_issue,mcp__pf3c76d__get_issue,2,8
mcp__pf3c76d__get_job_logs,Agent,2,8
mcp__p9e58dc__get_knowledge_base_spaces,mcp__p9e58dc__create_knowledge_base_page,2,8
mcp__p9e58dc__create_knowledge_base_page,Grep,2,8
Bash,mcp__p9e58dc__create_knowledge_base_page,2,8
mcp__p9e58dc__get_knowledge_base_page,mcp__p9e58dc__get_knowledge_base_page,2,8
mcp__p9e58dc__create_knowledge_base_page,mcp__p9e58dc__update_knowledge_base_page,2,8
mcp__p9e58dc__list_knowledge_base_docs,mcp__p9e58dc__list_knowledge_base_pages,2,8
mcp__p9e58dc__list_knowledge_base_pages,mcp__p9e58dc__get_knowledge_base_spaces,2,8
mcp__p9e58dc__update_knowledge_base_page,Bash,2,8
mcp__pd16dd1__get_merge_request_discussions,Grep,2,8
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_branch_pipeline,2,8
mcp__p7cbdd1__browser_wait_for,Grep,2,8
mcp__pcd9e51__get_issue_comments,mcp__pcd9e51__get_issue_comments,2,8
mcp__pd16dd1__create_issue,mcp__pd16dd1__update_issue,2,8
mcp__pf3c76d__create_issue_comment,Grep,2,8
Bash,mcp__pf3c76d__get_issue,2,8
Edit,ScheduleWakeup,2,8
TaskCreate,Agent,2,8
mcp__pd16dd1__update_issue,Grep,2,8
Bash,mcp__p5ee74d__create_merge_request_comment,2,8
ToolSearch,mcp__p5ee74d__get_branch_pipeline,2,8
TaskUpdate,TaskOutput,2,8
mcp__p5ee74d__create_merge_request_comment,mcp__p5ee74d__create_merge_request_comment,2,8
mcp__pf3c76d__get_issue,Read,2,8
mcp__pf3c76d__get_merge_requests,mcp__pf3c76d__get_merge_request_discussions,2,8
ToolSearch,ExitPlanMode,2,8
EnterPlanMode,Write,2,8
mcp__pf3c76d__get_meeting_transcript,ToolSearch,2,8
AskUserQuestion,mcp__pf3c76d__create_issue,2,8
mcp__pf3c76d__get_issues,Read,2,8
mcp__pd16dd1__link_issues,mcp__pd16dd1__get_issue_relations,2,8
mcp__pd16dd1__get_issues,ToolSearch,2,8
Edit,mcp__pd16dd1__create_merge_request_comment,2,8
Glob,TaskCreate,2,8
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_wait_for,2,8
Grep,mcp__pd16dd1__get_issues,2,8
mcp__p964188__get_issue_relations,Read,2,8
mcp__pf3c76d__search_meeting_notes,mcp__pf3c76d__get_meeting_transcript,2,8
mcp__p5ee74d__update_issue,Edit,2,8
mcp__p964188__create_issue,mcp__p964188__link_issues,2,8
mcp__pd16dd1__get_chat_messages,Bash,2,8
mcp__pd16dd1__get_issue,Read,2,8
Write,mcp__pd16dd1__get_branch_pipeline,2,8
mcp__pf3c76d__search_chat_messages,Agent,2,8
mcp__pf3c76d__create_issue,Agent,2,8
mcp__p18d1b3__create_issue,mcp__p18d1b3__create_issue,2,8
mcp__p18d1b3__link_issues,mcp__p18d1b3__link_issues,2,8
Bash,mcp__p9846af__get_merge_request_discussions,2,8
ToolSearch,mcp__p3a04ae__create_issue_comment,2,8
Edit,mcp__p3a04ae__update_issue,2,8
Bash,mcp__pd2ddfd__computer,2,8
mcp__p0f36b0__create_issue,Bash,2,8
mcp__p1b45fc__send_message,mcp__p1b45fc__send_message,2,8
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__get_issues,2,7
mcp__pf1a3f9__get_issues,mcp__pf1a3f9__get_issues,2,7
mcp__p67cee4__get_issue,Bash,2,7
mcp__p67cee4__create_merge_request,mcp__p67cee4__update_issue,2,7
mcp__p67cee4__create_merge_request_comment,Bash,2,7
mcp__p67cee4__create_merge_request_comment,mcp__p67cee4__get_merge_request_discussions,2,7
mcp__p67cee4__get_issue,Read,2,7
mcp__p7cbdd1__browser_type,Bash,2,7
mcp__p7cbdd1__browser_console_messages,mcp__p7cbdd1__browser_click,2,7
Grep,mcp__p7cbdd1__browser_click,2,7
mcp__p7cbdd1__browser_console_messages,Grep,2,7
Bash,mcp__p67cee4__create_issue,2,7
Bash,mcp__p7cbdd1__browser_network_requests,2,7
mcp__p67cee4__read_sheet_data,mcp__p67cee4__read_sheet_data,2,7
mcp__p7cbdd1__browser_take_screenshot,mcp__p7cbdd1__browser_take_screenshot,2,7
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_take_screenshot,2,7
mcp__p7cbdd1__browser_evaluate,Grep,2,7
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_type,2,7
mcp__p8eb7a0__get_branch_pipeline,Bash,2,7
Glob,WebSearch,2,7
TaskList,TaskUpdate,2,7
mcp__p7cbdd1__browser_wait_for,TodoWrite,2,7
TaskUpdate,TaskList,2,7
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_network_requests,2,7
TaskOutput,TaskUpdate,2,7
Bash,mcp__p8bceef__create_merge_request,2,7
Write,Task,2,7
ExitPlanMode,Glob,2,7
Read,mcp__p7cbdd1__browser_click,2,7
Bash,mcp__pd8e750__update_issue,2,7
mcp__pd8e750__get_pipeline,Bash,2,7
ToolSearch,mcp__p11f8c4__get_meeting_transcript,2,7
